0,1,2,3,4,5,6,7,8,9,10,11,12
0.00031259766537065003,9.25071122831818e-05,8.735829341769861e-05,0.00022030508720686327,0.0,4.4365655890913724e-05,0.00031347725526017004,0.00033435142507731665,0.0019597048204387318,0.0002333916684899663,0.00039630887875863135,0.00227811636044499,0.0004683587636219259
0.0002974515565413535,0.00031259766537065003,9.25071122831818e-05,8.735829341769861e-05,0.00022030508720686327,0.0,4.4365655890913724e-05,0.00031347725526017004,0.00033435142507731665,0.0019597048204387318,0.0002333916684899663,0.00039630887875863135,0.00227811636044499
0.0005242141207420102,0.0002974515565413535,0.00031259766537065003,9.25071122831818e-05,8.735829341769861e-05,0.00022030508720686327,0.0,4.4365655890913724e-05,0.00031347725526017004,0.00033435142507731665,0.0019597048204387318,0.0002333916684899663,0.00039630887875863135
0.0006622668265727792,0.0005242141207420102,0.0002974515565413535,0.00031259766537065003,9.25071122831818e-05,8.735829341769861e-05,0.00022030508720686327,0.0,4.4365655890913724e-05,0.00031347725526017004,0.00033435142507731665,0.0019597048204387318,0.0002333916684899663
0.0009700374742570387,0.0006622668265727792,0.0005242141207420102,0.0002974515565413535,0.00031259766537065003,9.25071122831818e-05,8.735829341769861e-05,0.00022030508720686327,0.0,4.4365655890913724e-05,0.00031347725526017004,0.00033435142507731665,0.0019597048204387318
0.0009719897347435343,0.0009700374742570387,0.0006622668265727792,0.0005242141207420102,0.0002974515565413535,0.00031259766537065003,9.25071122831818e-05,8.735829341769861e-05,0.00022030508720686327,0.0,4.4365655890913724e-05,0.00031347725526017004,0.00033435142507731665
0.0016514407442798635,0.0009719897347435343,0.0009700374742570387,0.0006622668265727792,0.0005242141207420102,0.0002974515565413535,0.00031259766537065003,9.25071122831818e-05,8.735829341769861e-05,0.00022030508720686327,0.0,4.4365655890913724e-05,0.00031347725526017004
0.003166630869331878,0.0016514407442798635,0.0009719897347435343,0.0009700374742570387,0.0006622668265727792,0.0005242141207420102,0.0002974515565413535,0.00031259766537065003,9.25071122831818e-05,8.735829341769861e-05,0.00022030508720686327,0.0,4.4365655890913724e-05
0.00694687222695772,0.003166630869331878,0.0016514407442798635,0.0009719897347435343,0.0009700374742570387,0.0006622668265727792,0.0005242141207420102,0.0002974515565413535,0.00031259766537065003,9.25071122831818e-05,8.735829341769861e-05,0.00022030508720686327,0.0
0.01006175746669149,0.00694687222695772,0.003166630869331878,0.0016514407442798635,0.0009719897347435343,0.0009700374742570387,0.0006622668265727792,0.0005242141207420102,0.0002974515565413535,0.00031259766537065003,9.25071122831818e-05,8.735829341769861e-05,0.00022030508720686327
0.010653871636222058,0.01006175746669149,0.00694687222695772,0.003166630869331878,0.0016514407442798635,0.0009719897347435343,0.0009700374742570387,0.0006622668265727792,0.0005242141207420102,0.0002974515565413535,0.00031259766537065003,9.25071122831818e-05,8.735829341769861e-05
0.015555075221099416,0.010653871636222058,0.01006175746669149,0.00694687222695772,0.003166630869331878,0.0016514407442798635,0.0009719897347435343,0.0009700374742570387,0.0006622668265727792,0.0005242141207420102,0.0002974515565413535,0.00031259766537065003,9.25071122831818e-05
0.01741744591156857,0.015555075221099416,0.010653871636222058,0.01006175746669149,0.00694687222695772,0.003166630869331878,0.0016514407442798635,0.0009719897347435343,0.0009700374742570387,0.0006622668265727792,0.0005242141207420102,0.0002974515565413535,0.00031259766537065003
0.016831724858795978,0.01741744591156857,0.015555075221099416,0.010653871636222058,0.01006175746669149,0.00694687222695772,0.003166630869331878,0.0016514407442798635,0.0009719897347435343,0.0009700374742570387,0.0006622668265727792,0.0005242141207420102,0.0002974515565413535
0.007215275863732971,0.016831724858795978,0.01741744591156857,0.015555075221099416,0.010653871636222058,0.01006175746669149,0.00694687222695772,0.003166630869331878,0.0016514407442798635,0.0009719897347435343,0.0009700374742570387,0.0006622668265727792,0.0005242141207420102
0.004203774616135715,0.007215275863732971,0.016831724858795978,0.01741744591156857,0.015555075221099416,0.010653871636222058,0.01006175746669149,0.00694687222695772,0.003166630869331878,0.0016514407442798635,0.0009719897347435343,0.0009700374742570387,0.0006622668265727792
0.0006762759045692814,0.004203774616135715,0.007215275863732971,0.016831724858795978,0.01741744591156857,0.015555075221099416,0.010653871636222058,0.01006175746669149,0.00694687222695772,0.003166630869331878,0.0016514407442798635,0.0009719897347435343,0.0009700374742570387
0.0007423953201668617,0.0006762759045692814,0.004203774616135715,0.007215275863732971,0.016831724858795978,0.01741744591156857,0.015555075221099416,0.010653871636222058,0.01006175746669149,0.00694687222695772,0.003166630869331878,0.0016514407442798635,0.0009719897347435343
0.0003099803491140293,0.0007423953201668617,0.0006762759045692814,0.004203774616135715,0.007215275863732971,0.016831724858795978,0.01741744591156857,0.015555075221099416,0.010653871636222058,0.01006175746669149,0.00694687222695772,0.003166630869331878,0.0016514407442798635
0.0008074635185794059,0.0003099803491140293,0.0007423953201668617,0.0006762759045692814,0.004203774616135715,0.007215275863732971,0.016831724858795978,0.01741744591156857,0.015555075221099416,0.010653871636222058,0.01006175746669149,0.00694687222695772,0.003166630869331878
0.0004721252365528718,0.0008074635185794059,0.0003099803491140293,0.0007423953201668617,0.0006762759045692814,0.004203774616135715,0.007215275863732971,0.016831724858795978,0.01741744591156857,0.015555075221099416,0.010653871636222058,0.01006175746669149,0.00694687222695772
0.00020571676708799414,0.0004721252365528718,0.0008074635185794059,0.0003099803491140293,0.0007423953201668617,0.0006762759045692814,0.004203774616135715,0.007215275863732971,0.016831724858795978,0.01741744591156857,0.015555075221099416,0.010653871636222058,0.01006175746669149
0.00037910324238314154,0.00020571676708799414,0.0004721252365528718,0.0008074635185794059,0.0003099803491140293,0.0007423953201668617,0.0006762759045692814,0.004203774616135715,0.007215275863732971,0.016831724858795978,0.01741744591156857,0.015555075221099416,0.010653871636222058
0.0004659466539142918,0.00037910324238314154,0.00020571676708799414,0.0004721252365528718,0.0008074635185794059,0.0003099803491140293,0.0007423953201668617,0.0006762759045692814,0.004203774616135715,0.007215275863732971,0.016831724858795978,0.01741744591156857,0.015555075221099416
0.0005386522669773027,0.0004659466539142918,0.00037910324238314154,0.00020571676708799414,0.0004721252365528718,0.0008074635185794059,0.0003099803491140293,0.0007423953201668617,0.0006762759045692814,0.004203774616135715,0.007215275863732971,0.016831724858795978,0.01741744591156857
0.00032645656948357556,0.0005386522669773027,0.0004659466539142918,0.00037910324238314154,0.00020571676708799414,0.0004721252365528718,0.0008074635185794059,0.0003099803491140293,0.0007423953201668617,0.0006762759045692814,0.004203774616135715,0.007215275863732971,0.016831724858795978
0.0002959283642936481,0.00032645656948357556,0.0005386522669773027,0.0004659466539142918,0.00037910324238314154,0.00020571676708799414,0.0004721252365528718,0.0008074635185794059,0.0003099803491140293,0.0007423953201668617,0.0006762759045692814,0.004203774616135715,0.007215275863732971
0.0004965392193400379,0.0002959283642936481,0.00032645656948357556,0.0005386522669773027,0.0004659466539142918,0.00037910324238314154,0.00020571676708799414,0.0004721252365528718,0.0008074635185794059,0.0003099803491140293,0.0007423953201668617,0.0006762759045692814,0.004203774616135715
0.0006714917937067698,0.0004965392193400379,0.0002959283642936481,0.00032645656948357556,0.0005386522669773027,0.0004659466539142918,0.00037910324238314154,0.00020571676708799414,0.0004721252365528718,0.0008074635185794059,0.0003099803491140293,0.0007423953201668617,0.0006762759045692814
0.0006738731224320556,0.0006714917937067698,0.0004965392193400379,0.0002959283642936481,0.00032645656948357556,0.0005386522669773027,0.0004659466539142918,0.00037910324238314154,0.00020571676708799414,0.0004721252365528718,0.0008074635185794059,0.0003099803491140293,0.0007423953201668617
0.000627705379938223,0.0006738731224320556,0.0006714917937067698,0.0004965392193400379,0.0002959283642936481,0.00032645656948357556,0.0005386522669773027,0.0004659466539142918,0.00037910324238314154,0.00020571676708799414,0.0004721252365528718,0.0008074635185794059,0.0003099803491140293
0.0006483221088120953,0.000627705379938223,0.0006738731224320556,0.0006714917937067698,0.0004965392193400379,0.0002959283642936481,0.00032645656948357556,0.0005386522669773027,0.0004659466539142918,0.00037910324238314154,0.00020571676708799414,0.0004721252365528718,0.0008074635185794059
0.001484683373274026,0.0006483221088120953,0.000627705379938223,0.0006738731224320556,0.0006714917937067698,0.0004965392193400379,0.0002959283642936481,0.00032645656948357556,0.0005386522669773027,0.0004659466539142918,0.00037910324238314154,0.00020571676708799414,0.0004721252365528718
0.0008990052273253095,0.001484683373274026,0.0006483221088120953,0.000627705379938223,0.0006738731224320556,0.0006714917937067698,0.0004965392193400379,0.0002959283642936481,0.00032645656948357556,0.0005386522669773027,0.0004659466539142918,0.00037910324238314154,0.00020571676708799414
0.004978242787152149,0.0008990052273253095,0.001484683373274026,0.0006483221088120953,0.000627705379938223,0.0006738731224320556,0.0006714917937067698,0.0004965392193400379,0.0002959283642936481,0.00032645656948357556,0.0005386522669773027,0.0004659466539142918,0.00037910324238314154
0.005974882492214183,0.004978242787152149,0.0008990052273253095,0.001484683373274026,0.0006483221088120953,0.000627705379938223,0.0006738731224320556,0.0006714917937067698,0.0004965392193400379,0.0002959283642936481,0.00032645656948357556,0.0005386522669773027,0.0004659466539142918
0.0075946150936474464,0.005974882492214183,0.004978242787152149,0.0008990052273253095,0.001484683373274026,0.0006483221088120953,0.000627705379938223,0.0006738731224320556,0.0006714917937067698,0.0004965392193400379,0.0002959283642936481,0.00032645656948357556,0.0005386522669773027
0.007573161681707933,0.0075946150936474464,0.005974882492214183,0.004978242787152149,0.0008990052273253095,0.001484683373274026,0.0006483221088120953,0.000627705379938223,0.0006738731224320556,0.0006714917937067698,0.0004965392193400379,0.0002959283642936481,0.00032645656948357556
0.0076675566942417915,0.007573161681707933,0.0075946150936474464,0.005974882492214183,0.004978242787152149,0.0008990052273253095,0.001484683373274026,0.0006483221088120953,0.000627705379938223,0.0006738731224320556,0.0006714917937067698,0.0004965392193400379,0.0002959283642936481
0.007450877233652706,0.0076675566942417915,0.007573161681707933,0.0075946150936474464,0.005974882492214183,0.004978242787152149,0.0008990052273253095,0.001484683373274026,0.0006483221088120953,0.000627705379938223,0.0006738731224320556,0.0006714917937067698,0.0004965392193400379
0.007431569162907144,0.007450877233652706,0.0076675566942417915,0.007573161681707933,0.0075946150936474464,0.005974882492214183,0.004978242787152149,0.0008990052273253095,0.001484683373274026,0.0006483221088120953,0.000627705379938223,0.0006738731224320556,0.0006714917937067698
0.007492411039167606,0.007431569162907144,0.007450877233652706,0.0076675566942417915,0.007573161681707933,0.0075946150936474464,0.005974882492214183,0.004978242787152149,0.0008990052273253095,0.001484683373274026,0.0006483221088120953,0.000627705379938223,0.0006738731224320556
0.00578060039368995,0.007492411039167606,0.007431569162907144,0.007450877233652706,0.0076675566942417915,0.007573161681707933,0.0075946150936474464,0.005974882492214183,0.004978242787152149,0.0008990052273253095,0.001484683373274026,0.0006483221088120953,0.000627705379938223
0.0064301238935706604,0.00578060039368995,0.007492411039167606,0.007431569162907144,0.007450877233652706,0.0076675566942417915,0.007573161681707933,0.0075946150936474464,0.005974882492214183,0.004978242787152149,0.0008990052273253095,0.001484683373274026,0.0006483221088120953
